date,reinfections_confirmed,reinfections_probable,total_reinfections,report_date,new_reinfections,newly_reported_reinf
2021-01-11,21,0,1169,2022-02-18,21,0
2021-01-12,8,1,1178,2022-02-18,9,0
2021-01-13,7,1,1186,2022-02-18,8,0
2021-01-14,14,0,1200,2022-02-18,14,0
2021-01-15,14,0,1214,2022-02-18,14,0
2021-01-16,2,0,1216,2022-02-18,2,0
2021-01-17,6,0,1222,2022-02-18,6,0
2021-01-18,10,1,1233,2022-02-18,11,0
2021-01-19,7,0,1240,2022-02-18,7,0
2021-01-20,8,1,1249,2022-02-18,9,0
2021-01-21,13,0,1262,2022-02-18,13,0
2021-01-22,16,1,1279,2022-02-18,17,0
2021-01-23,7,0,1286,2022-02-18,7,0
2021-01-24,3,0,1289,2022-02-18,3,0
2021-01-25,18,0,1307,2022-02-18,18,0
2021-01-26,12,1,1320,2022-02-18,13,0
2021-01-27,7,1,1328,2022-02-18,8,0
2021-01-28,14,0,1342,2022-02-18,14,0
2021-01-29,9,0,1351,2022-02-18,9,0
2021-01-30,3,1,1355,2022-02-18,4,0
2021-01-31,8,0,1363,2022-02-18,8,0
2021-02-01,13,2,1378,2022-02-18,15,0
2021-02-02,14,0,1392,2022-02-18,14,0
2021-02-03,19,2,1413,2022-02-18,21,0
2021-02-04,15,0,1428,2022-02-18,15,0
2021-02-05,25,0,1453,2022-02-18,25,0
2021-02-06,6,0,1459,2022-02-18,6,0
2021-02-07,3,0,1462,2022-02-18,3,0
2021-02-08,25,0,1487,2022-02-18,25,0
2021-02-09,15,0,1502,2022-02-18,15,0
2021-02-10,7,0,1509,2022-02-18,7,0
2021-02-11,17,1,1527,2022-02-18,18,0
2021-02-12,14,0,1541,2022-02-18,14,0
2021-02-13,12,0,1553,2022-02-18,12,0
2021-02-14,5,2,1560,2022-02-18,7,0
2021-02-15,20,0,1580,2022-02-18,20,0
2021-02-16,21,2,1603,2022-02-18,23,0
2021-02-17,16,3,1622,2022-02-18,19,0
2021-02-18,23,1,1646,2022-02-18,24,0
2021-02-19,25,2,1673,2022-02-18,27,0
2021-02-20,9,0,1682,2022-02-18,9,0
2021-02-21,7,1,1690,2022-02-18,8,0
2021-02-22,30,1,1721,2022-02-18,31,0
2021-02-23,27,1,1749,2022-02-18,28,0
2021-02-24,19,0,1768,2022-02-18,19,0
2021-02-25,19,0,1787,2022-02-18,19,0
2021-02-26,28,1,1816,2022-02-18,29,0
2021-02-27,14,0,1830,2022-02-18,14,0
2021-02-28,10,0,1840,2022-02-18,10,0
2021-03-01,26,2,1868,2022-02-18,28,0
2021-03-02,12,2,1882,2022-02-18,14,0
2021-03-03,20,1,1903,2022-02-18,21,0
2021-03-04,23,0,1926,2022-02-18,23,0
2021-03-05,18,0,1944,2022-02-18,18,0
2021-03-06,14,0,1958,2022-02-18,14,0
2021-03-07,12,0,1970,2022-02-18,12,0
2021-03-08,36,0,2006,2022-02-18,36,0
2021-03-09,31,0,2037,2022-02-18,31,0
2021-03-10,16,3,2056,2022-02-18,19,0
2021-03-11,26,3,2085,2022-02-18,29,0
2021-03-12,35,2,2122,2022-02-18,37,0
2021-03-13,9,0,2131,2022-02-18,9,0
2021-03-14,11,0,2142,2022-02-18,11,0
2021-03-15,31,2,2175,2022-02-18,33,0
2021-03-16,26,1,2202,2022-02-18,27,0
2021-03-17,28,3,2233,2022-02-18,31,0
2021-03-18,31,1,2265,2022-02-18,32,0
2021-03-19,27,0,2292,2022-02-18,27,0
2021-03-20,6,1,2299,2022-02-18,7,0
2021-03-21,15,2,2316,2022-02-18,17,0
2021-03-22,31,3,2350,2022-02-18,34,0
2021-03-23,39,2,2391,2022-02-18,41,0
2021-03-24,24,1,2416,2022-02-18,25,0
2021-03-25,26,2,2444,2022-02-18,28,0
2021-03-26,35,1,2480,2022-02-18,36,0
2021-03-27,16,0,2496,2022-02-18,16,0
2021-03-28,13,1,2510,2022-02-18,14,0
2021-03-29,38,3,2551,2022-02-18,41,0
2021-03-30,45,4,2600,2022-02-18,49,0
2021-03-31,32,3,2635,2022-02-18,35,0
2021-04-01,20,5,2660,2022-02-18,25,0
2021-04-02,34,1,2695,2022-02-18,35,0
2021-04-03,17,1,2713,2022-02-18,18,0
2021-04-04,5,1,2719,2022-02-18,6,0
2021-04-05,34,0,2753,2022-02-18,34,0
2021-04-06,43,3,2799,2022-02-18,46,0
2021-04-07,36,4,2839,2022-02-18,40,0
2021-04-08,30,3,2872,2022-02-18,33,0
2021-04-09,41,5,2918,2022-02-18,46,0
2021-04-10,17,3,2938,2022-02-18,20,0
2021-04-11,14,0,2952,2022-02-18,14,0
2021-04-12,43,2,2997,2022-02-18,45,0
2021-04-13,41,2,3040,2022-02-18,43,0
2021-04-14,32,3,3075,2022-02-18,35,0
2021-04-15,28,3,3106,2022-02-18,31,0
2021-04-16,29,1,3136,2022-02-18,30,0
2021-04-17,13,0,3149,2022-02-18,13,0
2021-04-18,13,0,3162,2022-02-18,13,0
2021-04-19,42,2,3206,2022-02-18,44,0
2021-04-20,34,1,3241,2022-02-18,35,0
2021-04-21,32,4,3277,2022-02-18,36,0
2021-04-22,23,2,3302,2022-02-18,25,0
2021-04-23,27,2,3331,2022-02-18,29,0
2021-04-24,13,0,3344,2022-02-18,13,0
2021-04-25,17,1,3362,2022-02-18,18,0
2021-04-26,30,2,3394,2022-02-18,32,0
2021-04-27,35,1,3430,2022-02-18,36,0
2021-04-28,26,2,3458,2022-02-18,28,0
2021-04-29,27,1,3486,2022-02-18,28,0
2021-04-30,30,0,3516,2022-02-18,30,0
2021-05-01,10,5,3531,2022-02-18,15,0
2021-05-02,15,2,3548,2022-02-18,17,0
2021-05-03,32,2,3582,2022-02-18,34,0
2021-05-04,25,0,3607,2022-02-18,25,0
2021-05-05,20,2,3629,2022-02-18,22,0
2021-05-06,16,5,3650,2022-02-18,21,0
2021-05-07,24,1,3675,2022-02-18,25,0
2021-05-08,6,0,3681,2022-02-18,6,0
2021-05-09,10,0,3691,2022-02-18,10,0
2021-05-10,22,2,3715,2022-02-18,24,0
2021-05-11,20,1,3736,2022-02-18,21,0
2021-05-12,18,2,3756,2022-02-18,20,0
2021-05-13,26,1,3783,2022-02-18,27,0
2021-05-14,14,1,3798,2022-02-18,15,0
2021-05-15,5,0,3803,2022-02-18,5,0
2021-05-16,4,1,3808,2022-02-18,5,0
2021-05-17,19,1,3828,2022-02-18,20,0
2021-05-18,17,2,3847,2022-02-18,19,0
2021-05-19,8,0,3855,2022-02-18,8,0
2021-05-20,10,0,3865,2022-02-18,10,0
2021-05-21,13,0,3878,2022-02-18,13,0
2021-05-22,15,0,3893,2022-02-18,15,0
2021-05-23,5,0,3898,2022-02-18,5,0
2021-05-24,18,0,3916,2022-02-18,18,0
2021-05-25,15,0,3931,2022-02-18,15,0
2021-05-26,7,1,3939,2022-02-18,8,0
2021-05-27,7,0,3946,2022-02-18,7,0
2021-05-28,14,0,3960,2022-02-18,14,0
2021-05-29,5,0,3965,2022-02-18,5,0
2021-05-30,7,0,3972,2022-02-18,7,0
2021-05-31,6,0,3978,2022-02-18,6,0
2021-06-01,14,0,3992,2022-02-18,14,0
2021-06-02,11,1,4004,2022-02-18,12,0
2021-06-03,12,0,4016,2022-02-18,12,0
2021-06-04,20,0,4036,2022-02-18,20,0
2021-06-05,3,1,4040,2022-02-18,4,0
2021-06-06,6,0,4046,2022-02-18,6,0
2021-06-07,11,1,4058,2022-02-18,12,0
2021-06-08,11,1,4070,2022-02-18,12,0
2021-06-09,11,0,4081,2022-02-18,11,0
2021-06-10,9,0,4090,2022-02-18,9,0
2021-06-11,9,1,4100,2022-02-18,10,0
2021-06-12,5,0,4105,2022-02-18,5,0
2021-06-13,1,0,4106,2022-02-18,1,0
2021-06-14,12,1,4119,2022-02-18,13,0
2021-06-15,13,1,4133,2022-02-18,14,0
2021-06-16,15,0,4148,2022-02-18,15,0
2021-06-17,7,0,4155,2022-02-18,7,0
2021-06-18,9,0,4164,2022-02-18,9,0
2021-06-19,11,2,4177,2022-02-18,13,0
2021-06-20,9,0,4186,2022-02-18,9,0
2021-06-21,9,1,4196,2022-02-18,10,0
2021-06-22,10,0,4206,2022-02-18,10,0
2021-06-23,12,0,4218,2022-02-18,12,0
2021-06-24,8,2,4228,2022-02-18,10,0
2021-06-25,19,1,4248,2022-02-18,20,0
2021-06-26,5,0,4253,2022-02-18,5,0
2021-06-27,7,0,4260,2022-02-18,7,0
2021-06-28,8,3,4271,2022-02-18,11,0
2021-06-29,10,0,4281,2022-02-18,10,0
2021-06-30,12,0,4293,2022-02-18,12,0
2021-07-01,11,0,4304,2022-02-18,11,0
2021-07-02,7,0,4311,2022-02-18,7,0
2021-07-03,5,0,4316,2022-02-18,5,0
2021-07-04,6,1,4323,2022-02-18,7,0
2021-07-05,12,1,4336,2022-02-18,13,0
2021-07-06,12,1,4349,2022-02-18,13,0
2021-07-07,5,2,4356,2022-02-18,7,0
2021-07-08,11,0,4367,2022-02-18,11,0
2021-07-09,13,0,4380,2022-02-18,13,0
2021-07-10,10,1,4391,2022-02-18,11,0
2021-07-11,9,0,4400,2022-02-18,9,0
2021-07-12,12,0,4412,2022-02-18,12,0
2021-07-13,12,3,4427,2022-02-18,15,0
2021-07-14,14,3,4444,2022-02-18,17,0
2021-07-15,11,0,4455,2022-02-18,11,0
2021-07-16,18,1,4474,2022-02-18,19,0
2021-07-17,7,0,4481,2022-02-18,7,0
2021-07-18,5,1,4487,2022-02-18,6,0
2021-07-19,9,0,4496,2022-02-18,9,0
2021-07-20,11,2,4509,2022-02-18,13,0
2021-07-21,17,2,4528,2022-02-18,19,0
2021-07-22,11,2,4541,2022-02-18,13,0
2021-07-23,21,0,4562,2022-02-18,21,0
2021-07-24,9,0,4571,2022-02-18,9,0
2021-07-25,7,1,4579,2022-02-18,8,0
2021-07-26,28,0,4607,2022-02-18,28,0
2021-07-27,23,1,4631,2022-02-18,24,0
2021-07-28,25,3,4659,2022-02-18,28,0
2021-07-29,21,2,4682,2022-02-18,23,0
2021-07-30,32,1,4715,2022-02-18,33,0
2021-07-31,9,0,4724,2022-02-18,9,0
2021-08-01,14,4,4742,2022-02-18,18,0
2021-08-02,25,6,4773,2022-02-18,31,0
2021-08-03,20,2,4795,2022-02-18,22,0
2021-08-04,30,4,4829,2022-02-18,34,0
2021-08-05,31,3,4863,2022-02-18,34,0
2021-08-06,26,2,4891,2022-02-18,28,0
2021-08-07,9,1,4901,2022-02-18,10,0
2021-08-08,14,2,4917,2022-02-18,16,0
2021-08-09,35,2,4954,2022-02-18,37,0
2021-08-10,29,7,4990,2022-02-18,36,0
2021-08-11,30,4,5024,2022-02-18,34,0
2021-08-12,28,2,5054,2022-02-18,30,0
2021-08-13,34,1,5089,2022-02-18,35,0
2021-08-14,12,1,5102,2022-02-18,13,0
2021-08-15,12,1,5115,2022-02-18,13,0
2021-08-16,42,6,5163,2022-02-18,48,0
2021-08-17,27,6,5196,2022-02-18,33,0
2021-08-18,37,2,5235,2022-02-18,39,0
2021-08-19,40,4,5279,2022-02-18,44,0
2021-08-20,31,4,5314,2022-02-18,35,0
2021-08-21,13,1,5328,2022-02-18,14,0
2021-08-22,20,2,5350,2022-02-18,22,0
2021-08-23,45,5,5400,2022-02-18,50,0
2021-08-24,30,3,5433,2022-02-18,33,0
2021-08-25,33,6,5472,2022-02-18,39,0
2021-08-26,36,3,5511,2022-02-18,39,0
2021-08-27,31,3,5545,2022-02-18,34,0
2021-08-28,19,1,5565,2022-02-18,20,0
2021-08-29,20,4,5589,2022-02-18,24,0
2021-08-30,46,4,5639,2022-02-18,50,0
2021-08-31,45,9,5693,2022-02-18,54,0
2021-09-01,41,6,5740,2022-02-18,47,0
2021-09-02,45,9,5794,2022-02-18,54,0
2021-09-03,40,5,5839,2022-02-18,45,0
2021-09-04,22,3,5864,2022-02-18,25,0
2021-09-05,18,2,5884,2022-02-18,20,0
2021-09-06,17,3,5904,2022-02-18,20,0
2021-09-07,74,10,5988,2022-02-18,84,0
2021-09-08,39,11,6038,2022-02-18,50,0
2021-09-09,48,3,6089,2022-02-18,51,0
2021-09-10,40,4,6133,2022-02-18,44,0
2021-09-11,24,1,6158,2022-02-18,25,0
2021-09-12,11,0,6169,2022-02-18,11,0
2021-09-13,52,13,6234,2022-02-18,65,0
2021-09-14,46,7,6287,2022-02-18,53,0
2021-09-15,53,6,6346,2022-02-18,59,0
2021-09-16,46,8,6400,2022-02-18,54,0
2021-09-17,37,9,6446,2022-02-18,46,0
2021-09-18,23,0,6469,2022-02-18,23,0
2021-09-19,17,4,6490,2022-02-18,21,0
2021-09-20,62,11,6563,2022-02-18,73,0
2021-09-21,53,3,6619,2022-02-18,56,0
2021-09-22,45,6,6670,2022-02-18,51,0
2021-09-23,49,10,6729,2022-02-18,59,0
2021-09-24,41,5,6775,2022-02-18,46,0
2021-09-25,21,4,6800,2022-02-18,25,0
2021-09-26,25,2,6827,2022-02-18,27,0
2021-09-27,68,13,6908,2022-02-18,81,0
2021-09-28,48,7,6963,2022-02-18,55,0
2021-09-29,61,12,7036,2022-02-18,73,0
2021-09-30,48,9,7093,2022-02-18,57,0
2021-10-01,30,7,7130,2022-02-18,37,0
2021-10-02,21,1,7152,2022-02-18,22,0
2021-10-03,22,10,7184,2022-02-18,32,0
2021-10-04,69,7,7260,2022-02-18,76,0
2021-10-05,49,5,7314,2022-02-18,54,0
2021-10-06,59,10,7383,2022-02-18,69,0
2021-10-07,45,7,7435,2022-02-18,52,0
2021-10-08,49,12,7496,2022-02-18,61,1
2021-10-09,24,2,7522,2022-02-18,26,0
2021-10-10,19,0,7541,2022-02-18,19,0
2021-10-11,43,13,7597,2022-02-18,56,0
2021-10-12,54,9,7660,2022-02-18,63,0
2021-10-13,49,8,7717,2022-02-18,57,0
2021-10-14,41,9,7767,2022-02-18,50,0
2021-10-15,34,6,7807,2022-02-18,40,0
2021-10-16,19,6,7832,2022-02-18,25,0
2021-10-17,12,4,7848,2022-02-18,16,0
2021-10-18,53,10,7911,2022-02-18,63,0
2021-10-19,45,4,7960,2022-02-18,49,0
2021-10-20,31,5,7996,2022-02-18,36,0
2021-10-21,42,9,8047,2022-02-18,51,0
2021-10-22,39,9,8095,2022-02-18,48,0
2021-10-23,16,2,8113,2022-02-18,18,0
2021-10-24,20,8,8141,2022-02-18,28,0
2021-10-25,38,10,8189,2022-02-18,48,0
2021-10-26,33,10,8232,2022-02-18,43,0
2021-10-27,48,11,8291,2022-02-18,59,0
2021-10-28,43,4,8338,2022-02-18,47,0
2021-10-29,34,17,8389,2022-02-18,51,0
2021-10-30,20,3,8412,2022-02-18,23,0
2021-10-31,19,3,8434,2022-02-18,22,0
2021-11-01,58,15,8507,2022-02-18,73,0
2021-11-02,54,15,8576,2022-02-18,69,0
2021-11-03,72,13,8661,2022-02-18,85,0
2021-11-04,62,8,8731,2022-02-18,70,0
2021-11-05,71,26,8828,2022-02-18,97,0
2021-11-06,30,11,8869,2022-02-18,41,0
2021-11-07,24,8,8901,2022-02-18,32,0
2021-11-08,107,22,9030,2022-02-18,129,0
2021-11-09,95,12,9137,2022-02-18,107,0
2021-11-10,67,21,9225,2022-02-18,88,0
2021-11-11,68,13,9306,2022-02-18,81,0
2021-11-12,72,18,9396,2022-02-18,90,0
2021-11-13,26,6,9428,2022-02-18,32,0
2021-11-14,28,11,9467,2022-02-18,39,0
2021-11-15,83,19,9569,2022-02-18,102,0
2021-11-16,94,17,9680,2022-02-18,111,0
2021-11-17,90,15,9785,2022-02-18,105,0
2021-11-18,73,15,9873,2022-02-18,88,0
2021-11-19,83,12,9968,2022-02-18,95,0
2021-11-20,33,6,10007,2022-02-18,39,0
2021-11-21,33,6,10046,2022-02-18,39,0
2021-11-22,82,26,10154,2022-02-18,108,0
2021-11-23,89,27,10270,2022-02-18,116,0
2021-11-24,77,25,10372,2022-02-18,102,0
2021-11-25,9,3,10384,2022-02-18,12,0
2021-11-26,67,13,10464,2022-02-18,80,0
2021-11-27,44,8,10516,2022-02-18,52,0
2021-11-28,38,10,10564,2022-02-18,48,0
2021-11-29,127,28,10719,2022-02-18,155,0
2021-11-30,116,22,10857,2022-02-18,138,0
2021-12-01,106,23,10986,2022-02-18,129,0
2021-12-02,88,13,11087,2022-02-18,101,0
2021-12-03,84,23,11194,2022-02-18,107,0
2021-12-04,46,6,11246,2022-02-18,52,0
2021-12-05,44,4,11294,2022-02-18,48,0
2021-12-06,93,20,11407,2022-02-18,113,0
2021-12-07,105,16,11528,2022-02-18,121,0
2021-12-08,101,10,11639,2022-02-18,111,0
2021-12-09,70,13,11722,2022-02-18,83,0
2021-12-10,63,11,11796,2022-02-18,74,0
2021-12-11,31,4,11831,2022-02-18,35,0
2021-12-12,31,12,11874,2022-02-18,43,0
2021-12-13,93,25,11992,2022-02-18,118,0
2021-12-14,110,35,12137,2022-02-18,145,0
2021-12-15,137,40,12314,2022-02-18,177,0
2021-12-16,108,29,12451,2022-02-18,137,0
2021-12-17,111,22,12584,2022-02-18,133,0
2021-12-18,46,25,12655,2022-02-18,71,0
2021-12-19,69,21,12745,2022-02-18,90,0
2021-12-20,202,56,13003,2022-02-18,258,0
2021-12-21,253,72,13328,2022-02-18,325,0
2021-12-22,314,118,13760,2022-02-18,432,1
2021-12-23,354,123,14237,2022-02-18,477,0
2021-12-24,131,43,14411,2022-02-18,174,0
2021-12-25,54,10,14475,2022-02-18,64,0
2021-12-26,240,66,14781,2022-02-18,306,0
2021-12-27,617,189,15587,2022-02-18,806,0
2021-12-28,812,242,16641,2022-02-18,1054,0
2021-12-29,911,264,17816,2022-02-18,1175,0
2021-12-30,883,232,18931,2022-02-18,1115,0
2021-12-31,375,128,19434,2022-02-18,503,0
2022-01-01,157,61,19652,2022-02-18,218,0
2022-01-02,463,75,20190,2022-02-18,538,0
2022-01-03,1425,345,21960,2022-02-18,1770,0
2022-01-04,1813,396,24169,2022-02-18,2209,0
2022-01-05,1653,423,26245,2022-02-18,2076,0
2022-01-06,1508,360,28113,2022-02-18,1868,0
2022-01-07,1252,261,29626,2022-02-18,1513,1
2022-01-08,628,101,30355,2022-02-18,729,0
2022-01-09,576,94,31025,2022-02-18,670,0
2022-01-10,1687,424,33136,2022-02-18,2111,1
2022-01-11,1831,370,35337,2022-02-18,2201,0
2022-01-12,1477,339,37153,2022-02-18,1816,1
2022-01-13,1199,327,38679,2022-02-18,1526,2
2022-01-14,968,229,39876,2022-02-18,1197,0
2022-01-15,471,98,40445,2022-02-18,569,0
2022-01-16,431,122,40998,2022-02-18,553,0
2022-01-17,1183,334,42515,2022-02-18,1517,1
2022-01-18,1309,338,44162,2022-02-18,1647,6
2022-01-19,1495,249,45906,2022-02-18,1744,2
2022-01-20,994,246,47146,2022-02-18,1240,0
2022-01-21,734,164,48044,2022-02-18,898,0
2022-01-22,313,64,48421,2022-02-18,377,0
2022-01-23,296,48,48765,2022-02-18,344,0
2022-01-24,826,196,49787,2022-02-18,1022,4
2022-01-25,858,162,50807,2022-02-18,1020,0
2022-01-26,556,135,51498,2022-02-18,691,2
2022-01-27,510,131,52139,2022-02-18,641,1
2022-01-28,419,88,52646,2022-02-18,507,-1
2022-01-29,170,31,52847,2022-02-18,201,1
2022-01-30,167,39,53053,2022-02-18,206,1
2022-01-31,495,124,53672,2022-02-18,619,13
2022-02-01,439,77,54188,2022-02-18,516,4
2022-02-02,330,84,54602,2022-02-18,414,5
2022-02-03,310,62,54974,2022-02-18,372,4
2022-02-04,232,62,55268,2022-02-18,294,0
2022-02-05,112,20,55400,2022-02-18,132,0
2022-02-06,89,24,55513,2022-02-18,113,1
2022-02-07,261,61,55835,2022-02-18,322,3
2022-02-08,303,58,56196,2022-02-18,361,1
2022-02-09,213,52,56461,2022-02-18,265,3
2022-02-10,201,46,56708,2022-02-18,247,1
2022-02-11,127,26,56861,2022-02-18,153,1
2022-02-12,58,7,56926,2022-02-18,65,0
2022-02-13,62,14,57002,2022-02-18,76,3
2022-02-14,144,42,57188,2022-02-18,186,59
2022-02-15,88,18,57294,2022-02-18,106,87
2022-02-16,13,1,57308,2022-02-18,14,14
NA,1,0,57309,2022-02-18,1,0
2020-06-29,1,0,1,2022-02-22,1,0
2020-06-30,0,0,1,2022-02-22,0,0
2020-07-01,0,0,1,2022-02-22,0,0
2020-07-02,0,0,1,2022-02-22,0,0
2020-07-03,0,0,1,2022-02-22,0,0
2020-07-04,0,0,1,2022-02-22,0,0
2020-07-05,0,0,1,2022-02-22,0,0
2020-07-06,0,0,1,2022-02-22,0,0
2020-07-07,0,0,1,2022-02-22,0,0
2020-07-08,0,0,1,2022-02-22,0,0
2020-07-09,0,0,1,2022-02-22,0,0
2020-07-10,2,0,3,2022-02-22,2,0
2020-07-11,0,0,3,2022-02-22,0,0
2020-07-12,0,0,3,2022-02-22,0,0
2020-07-13,0,0,3,2022-02-22,0,0
2020-07-14,1,0,4,2022-02-22,1,0
2020-07-15,1,0,5,2022-02-22,1,0
2020-07-16,0,0,5,2022-02-22,0,0
2020-07-17,1,0,6,2022-02-22,1,0
2020-07-18,1,0,7,2022-02-22,1,0
2020-07-19,0,0,7,2022-02-22,0,0
2020-07-20,0,0,7,2022-02-22,0,0
2020-07-21,1,0,8,2022-02-22,1,0
2020-07-22,2,0,10,2022-02-22,2,0
2020-07-23,1,0,11,2022-02-22,1,0
2020-07-24,0,0,11,2022-02-22,0,0
2020-07-25,2,0,13,2022-02-22,2,0
2020-07-26,0,0,13,2022-02-22,0,0
2020-07-27,2,0,15,2022-02-22,2,0
2020-07-28,2,0,17,2022-02-22,2,0
2020-07-29,0,0,17,2022-02-22,0,0
2020-07-30,2,0,19,2022-02-22,2,0
2020-07-31,0,0,19,2022-02-22,0,0
2020-08-01,2,0,21,2022-02-22,2,0
2020-08-02,0,0,21,2022-02-22,0,0
2020-08-03,3,0,24,2022-02-22,3,0
2020-08-04,2,0,26,2022-02-22,2,0
2020-08-05,5,0,31,2022-02-22,5,0
2020-08-06,1,0,32,2022-02-22,1,0
2020-08-07,2,0,34,2022-02-22,2,0
2020-08-08,1,0,35,2022-02-22,1,0
2020-08-09,1,0,36,2022-02-22,1,0
2020-08-10,2,0,38,2022-02-22,2,0
2020-08-11,1,0,39,2022-02-22,1,0
2020-08-12,7,0,46,2022-02-22,7,0
2020-08-13,5,0,51,2022-02-22,5,0
2020-08-14,1,0,52,2022-02-22,1,0
2020-08-15,0,0,52,2022-02-22,0,0
2020-08-16,2,0,54,2022-02-22,2,0
2020-08-17,7,0,61,2022-02-22,7,0
2020-08-18,2,0,63,2022-02-22,2,0
2020-08-19,5,0,68,2022-02-22,5,0
2020-08-20,4,0,72,2022-02-22,4,0
2020-08-21,8,0,80,2022-02-22,8,0
2020-08-22,5,0,85,2022-02-22,5,0
2020-08-23,1,0,86,2022-02-22,1,0
2020-08-24,3,0,89,2022-02-22,3,0
2020-08-25,3,0,92,2022-02-22,3,0
2020-08-26,1,0,93,2022-02-22,1,0
2020-08-27,2,0,95,2022-02-22,2,0
2020-08-28,3,0,98,2022-02-22,3,0
2020-08-29,2,0,100,2022-02-22,2,0
2020-08-30,0,0,100,2022-02-22,0,0
2020-08-31,3,0,103,2022-02-22,3,0
2020-09-01,3,0,106,2022-02-22,3,0
2020-09-02,5,0,111,2022-02-22,5,0
2020-09-03,6,0,117,2022-02-22,6,0
2020-09-04,4,0,121,2022-02-22,4,0
2020-09-05,0,0,121,2022-02-22,0,0
2020-09-06,0,0,121,2022-02-22,0,0
2020-09-07,1,0,122,2022-02-22,1,0
2020-09-08,2,0,124,2022-02-22,2,0
2020-09-09,7,0,131,2022-02-22,7,0
2020-09-10,1,0,132,2022-02-22,1,0
2020-09-11,4,0,136,2022-02-22,4,0
2020-09-12,1,0,137,2022-02-22,1,0
2020-09-13,0,0,137,2022-02-22,0,0
2020-09-14,1,0,138,2022-02-22,1,0
2020-09-15,5,0,143,2022-02-22,5,0
2020-09-16,3,0,146,2022-02-22,3,0
2020-09-17,4,0,150,2022-02-22,4,0
2020-09-18,6,0,156,2022-02-22,6,0
2020-09-19,3,0,159,2022-02-22,3,0
2020-09-20,1,0,160,2022-02-22,1,0
2020-09-21,2,1,163,2022-02-22,3,0
2020-09-22,3,0,166,2022-02-22,3,0
2020-09-23,7,0,173,2022-02-22,7,0
2020-09-24,2,0,175,2022-02-22,2,0
2020-09-25,6,0,181,2022-02-22,6,0
2020-09-26,3,0,184,2022-02-22,3,0
2020-09-27,0,0,184,2022-02-22,0,0
2020-09-28,7,2,193,2022-02-22,9,0
2020-09-29,8,0,201,2022-02-22,8,0
2020-09-30,7,0,208,2022-02-22,7,0
2020-10-01,5,0,213,2022-02-22,5,0
2020-10-02,4,0,217,2022-02-22,4,0
2020-10-03,2,0,219,2022-02-22,2,0
2020-10-04,3,0,222,2022-02-22,3,0
2020-10-05,2,1,225,2022-02-22,3,0
2020-10-06,6,0,231,2022-02-22,6,0
2020-10-07,6,0,237,2022-02-22,6,0
2020-10-08,6,0,243,2022-02-22,6,0
2020-10-09,4,0,247,2022-02-22,4,0
2020-10-10,1,0,248,2022-02-22,1,0
2020-10-11,4,0,252,2022-02-22,4,0
2020-10-12,5,0,257,2022-02-22,5,0
2020-10-13,4,0,261,2022-02-22,4,0
2020-10-14,6,0,267,2022-02-22,6,0
2020-10-15,9,0,276,2022-02-22,9,0
2020-10-16,10,0,286,2022-02-22,10,0
2020-10-17,5,0,291,2022-02-22,5,0
2020-10-18,1,0,292,2022-02-22,1,0
2020-10-19,10,0,302,2022-02-22,10,0
2020-10-20,9,0,311,2022-02-22,9,0
2020-10-21,6,0,317,2022-02-22,6,0
2020-10-22,9,0,326,2022-02-22,9,0
2020-10-23,10,0,336,2022-02-22,10,0
2020-10-24,4,0,340,2022-02-22,4,0
2020-10-25,1,0,341,2022-02-22,1,0
2020-10-26,7,1,349,2022-02-22,8,0
2020-10-27,10,0,359,2022-02-22,10,0
2020-10-28,8,0,367,2022-02-22,8,0
2020-10-29,7,0,374,2022-02-22,7,0
2020-10-30,7,0,381,2022-02-22,7,0
2020-10-31,2,0,383,2022-02-22,2,0
2020-11-01,1,0,384,2022-02-22,1,0
2020-11-02,14,0,398,2022-02-22,14,0
2020-11-03,15,0,413,2022-02-22,15,0
2020-11-04,9,0,422,2022-02-22,9,0
2020-11-05,13,0,435,2022-02-22,13,0
2020-11-06,16,1,452,2022-02-22,17,0
2020-11-07,13,0,465,2022-02-22,13,0
2020-11-08,6,0,471,2022-02-22,6,0
2020-11-09,23,0,494,2022-02-22,23,0
2020-11-10,22,0,516,2022-02-22,22,0
2020-11-11,8,0,524,2022-02-22,8,0
2020-11-12,16,0,540,2022-02-22,16,0
2020-11-13,14,0,554,2022-02-22,14,0
2020-11-14,7,0,561,2022-02-22,7,0
2020-11-15,5,0,566,2022-02-22,5,0
2020-11-16,10,1,577,2022-02-22,11,0
2020-11-17,15,0,592,2022-02-22,15,0
2020-11-18,13,1,606,2022-02-22,14,0
2020-11-19,9,0,615,2022-02-22,9,0
2020-11-20,11,1,627,2022-02-22,12,0
2020-11-21,3,0,630,2022-02-22,3,0
2020-11-22,5,0,635,2022-02-22,5,0
2020-11-23,19,0,654,2022-02-22,19,0
2020-11-24,19,1,674,2022-02-22,20,0
2020-11-25,11,0,685,2022-02-22,11,0
2020-11-26,4,0,689,2022-02-22,4,0
2020-11-27,9,0,698,2022-02-22,9,0
2020-11-28,7,0,705,2022-02-22,7,0
2020-11-29,12,0,717,2022-02-22,12,0
2020-11-30,19,0,736,2022-02-22,19,0
2020-12-01,24,2,762,2022-02-22,26,0
2020-12-02,13,0,775,2022-02-22,13,0
2020-12-03,7,1,783,2022-02-22,8,0
2020-12-04,11,0,794,2022-02-22,11,0
2020-12-05,9,0,803,2022-02-22,9,0
